               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 161,            0.033031,            0.013006,           0.0041971,             0.95331,             0.93217,             0.95644,             0.47012,            0.044987,             0.01284,           0.0023821,             0.00472,             0.00472,             0.00472
                 162,            0.034663,            0.013053,            0.003912,               0.966,              0.9425,             0.96414,             0.48564,            0.044629,            0.012398,           0.0019901,            0.004687,            0.004687,            0.004687
                 163,            0.034742,            0.013584,           0.0043324,             0.96603,             0.93951,             0.97035,             0.49777,            0.044168,            0.012254,           0.0019286,            0.004654,            0.004654,            0.004654
                 164,            0.032509,            0.012666,           0.0037173,             0.95222,             0.95489,             0.96266,             0.49203,            0.043599,            0.012314,           0.0021378,            0.004621,            0.004621,            0.004621
                 165,            0.033902,            0.012606,           0.0029525,               0.943,             0.94425,             0.95685,             0.48624,            0.039634,            0.012363,           0.0024233,            0.004588,            0.004588,            0.004588
                 166,            0.033379,             0.01245,           0.0033717,             0.95774,              0.9427,             0.95917,             0.49318,            0.039954,            0.012537,           0.0024372,            0.004555,            0.004555,            0.004555
                 167,            0.035103,            0.013036,           0.0022443,             0.96155,             0.95087,             0.96487,             0.49922,            0.040307,            0.012418,           0.0021506,            0.004522,            0.004522,            0.004522
                 168,            0.034123,            0.013002,           0.0033267,             0.97105,             0.95816,             0.97162,              0.5118,            0.040065,            0.012449,           0.0020024,            0.004489,            0.004489,            0.004489
                 169,              0.0342,            0.013236,           0.0023259,             0.96697,             0.95014,             0.97475,             0.47816,            0.040986,            0.012662,           0.0023764,            0.004456,            0.004456,            0.004456
                 170,            0.032368,            0.012659,           0.0027464,               0.957,             0.94812,             0.97057,             0.49686,            0.043865,            0.012632,           0.0024685,            0.004423,            0.004423,            0.004423
                 171,            0.034604,            0.012306,           0.0059681,             0.94472,             0.93345,             0.96052,             0.47657,            0.039259,            0.012805,           0.0032564,             0.00439,             0.00439,             0.00439
                 172,             0.03171,            0.013263,           0.0035641,             0.97546,             0.91694,              0.9576,             0.47249,            0.041499,            0.012584,           0.0036336,            0.004357,            0.004357,            0.004357
                 173,            0.034058,            0.012837,            0.005398,              0.9541,             0.91864,             0.96113,              0.4788,            0.039424,            0.012395,           0.0033053,            0.004324,            0.004324,            0.004324
                 174,            0.033999,            0.012904,           0.0031955,             0.98113,             0.91148,             0.95891,               0.488,            0.038226,            0.012221,           0.0030717,            0.004291,            0.004291,            0.004291
                 175,            0.033359,            0.013141,           0.0028731,             0.97282,             0.93415,             0.96416,             0.49893,            0.035481,            0.012239,           0.0028052,            0.004258,            0.004258,            0.004258
                 176,            0.030211,            0.012754,            0.002485,             0.97621,             0.93414,             0.96677,             0.50633,             0.03909,            0.012252,           0.0026133,            0.004225,            0.004225,            0.004225
                 177,            0.031382,            0.012524,           0.0040514,             0.96458,             0.94785,             0.97489,             0.50072,            0.040093,            0.012195,           0.0022266,            0.004192,            0.004192,            0.004192
                 178,            0.032782,            0.012573,           0.0033507,             0.96977,             0.92045,             0.97398,             0.49229,            0.037206,            0.012097,           0.0020812,            0.004159,            0.004159,            0.004159
                 179,            0.030038,            0.012944,            0.002699,             0.95424,             0.96875,             0.97585,             0.51129,            0.038734,            0.011905,           0.0026356,            0.004126,            0.004126,            0.004126
                 180,            0.030523,            0.012196,           0.0030063,             0.93585,             0.96282,             0.97658,             0.50929,            0.036401,            0.011858,           0.0023571,            0.004093,            0.004093,            0.004093
                 181,            0.031148,            0.012908,           0.0022579,             0.94583,              0.9581,             0.97588,             0.49391,            0.039353,            0.011959,           0.0019597,             0.00406,             0.00406,             0.00406
                 182,            0.033271,            0.013157,           0.0041539,             0.94703,             0.95678,             0.97659,             0.49065,            0.039626,            0.011915,            0.001858,            0.004027,            0.004027,            0.004027
                 183,            0.031834,            0.012486,           0.0023777,             0.96531,             0.92915,              0.9715,             0.49959,            0.036964,             0.01178,           0.0019796,            0.003994,            0.003994,            0.003994
                 184,            0.035159,            0.012939,            0.003381,             0.95483,             0.94966,             0.97609,               0.486,             0.03783,            0.011759,             0.00219,            0.003961,            0.003961,            0.003961
                 185,             0.03066,            0.012837,           0.0031643,             0.96304,             0.96095,             0.97698,             0.48901,            0.036128,            0.011872,           0.0023481,            0.003928,            0.003928,            0.003928
                 186,            0.030762,            0.012685,           0.0026433,             0.96013,              0.9625,             0.97946,             0.48186,            0.041035,            0.012049,           0.0023718,            0.003895,            0.003895,            0.003895
                 187,            0.030816,            0.012513,            0.003373,             0.96198,             0.95758,             0.97479,             0.49638,            0.040263,            0.012284,           0.0022999,            0.003862,            0.003862,            0.003862
                 188,            0.029083,            0.012671,            0.005307,             0.96977,             0.94355,             0.97553,              0.4941,            0.041176,            0.012541,           0.0020327,            0.003829,            0.003829,            0.003829
                 189,            0.030021,            0.011854,           0.0019283,             0.97436,             0.95167,             0.97753,              0.4927,            0.039615,            0.012665,            0.001882,            0.003796,            0.003796,            0.003796
                 190,            0.033386,            0.012478,           0.0028459,             0.97089,             0.95445,             0.98123,             0.49789,            0.038327,            0.012512,           0.0018821,            0.003763,            0.003763,            0.003763
                 191,            0.031037,            0.012657,           0.0034554,             0.96741,             0.95446,             0.97894,               0.506,            0.038069,            0.012258,           0.0018907,             0.00373,             0.00373,             0.00373
                 192,            0.032828,            0.012692,           0.0030256,             0.96004,              0.9515,             0.96831,             0.50421,            0.038541,            0.011999,           0.0020657,            0.003697,            0.003697,            0.003697
                 193,            0.030148,            0.012365,           0.0041495,             0.96209,             0.93846,             0.96606,             0.49061,            0.038365,            0.012029,            0.002425,            0.003664,            0.003664,            0.003664
                 194,            0.029608,            0.012044,           0.0023312,             0.96268,             0.94865,              0.9735,             0.49401,            0.037946,             0.01197,           0.0024618,            0.003631,            0.003631,            0.003631
                 195,            0.031831,             0.01229,           0.0033934,             0.95043,             0.95678,             0.97827,             0.48251,            0.040262,            0.012327,           0.0022404,            0.003598,            0.003598,            0.003598
                 196,            0.030072,            0.012095,           0.0030346,             0.93773,              0.9506,             0.97363,             0.49497,            0.040002,            0.012479,            0.002135,            0.003565,            0.003565,            0.003565
                 197,            0.028065,            0.011876,           0.0022688,              0.9537,             0.95015,             0.97124,             0.49217,            0.041887,            0.012256,           0.0020438,            0.003532,            0.003532,            0.003532
                 198,            0.028028,            0.012221,           0.0018584,             0.95015,             0.94757,              0.9728,             0.48897,            0.040976,            0.012251,           0.0021366,            0.003499,            0.003499,            0.003499
                 199,            0.030386,            0.012174,           0.0031672,             0.95286,             0.96654,             0.97524,             0.50478,            0.037498,            0.012142,           0.0020507,            0.003466,            0.003466,            0.003466
                 200,             0.02953,            0.012301,           0.0040664,             0.93999,             0.96654,             0.98412,              0.5078,            0.038347,            0.012264,           0.0020434,            0.003433,            0.003433,            0.003433
                 201,            0.030632,            0.012298,           0.0022523,             0.97427,             0.94803,              0.9809,              0.5138,            0.038336,            0.012501,           0.0019466,              0.0034,              0.0034,              0.0034
                 202,            0.027852,            0.012002,           0.0023581,             0.96172,             0.91205,             0.95288,             0.49288,            0.042793,            0.012566,           0.0020798,            0.003367,            0.003367,            0.003367
                 203,            0.026894,            0.012289,           0.0024628,             0.95177,             0.93489,             0.95787,             0.50144,            0.041245,            0.012585,           0.0022877,            0.003334,            0.003334,            0.003334
                 204,            0.029282,            0.012333,           0.0020643,             0.95335,             0.94429,             0.96719,             0.49664,            0.036608,            0.011964,           0.0024373,            0.003301,            0.003301,            0.003301
                 205,            0.031975,            0.013138,           0.0038861,              0.9466,             0.93636,             0.96273,              0.4912,            0.040788,            0.012013,           0.0021687,            0.003268,            0.003268,            0.003268
                 206,            0.028873,            0.012416,           0.0023957,             0.97279,             0.93494,             0.97317,             0.50269,            0.044373,             0.01186,           0.0019337,            0.003235,            0.003235,            0.003235
                 207,            0.031853,            0.012033,           0.0022271,             0.95774,             0.94643,             0.97568,             0.48712,             0.04321,            0.011912,           0.0018934,            0.003202,            0.003202,            0.003202
                 208,             0.02819,            0.012193,           0.0017644,             0.96362,             0.92083,             0.96445,             0.48816,            0.036645,            0.011937,            0.002035,            0.003169,            0.003169,            0.003169
                 209,            0.028214,            0.012212,           0.0018655,             0.94052,             0.94127,             0.96631,             0.48572,            0.034659,            0.012103,           0.0021494,            0.003136,            0.003136,            0.003136
                 210,            0.031522,            0.012488,           0.0032278,             0.94282,             0.94025,             0.96589,             0.49019,            0.035628,            0.012383,             0.00197,            0.003103,            0.003103,            0.003103
                 211,            0.029998,            0.012041,            0.003395,             0.94987,             0.94322,             0.96624,              0.5009,              0.0399,            0.012415,           0.0018614,             0.00307,             0.00307,             0.00307
                 212,            0.030289,            0.013143,           0.0034047,             0.97743,             0.91849,             0.96465,             0.50158,            0.040707,             0.01246,           0.0017889,            0.003037,            0.003037,            0.003037
                 213,            0.029731,            0.012832,           0.0027806,             0.96687,              0.9375,             0.97203,             0.50262,            0.039946,            0.011999,           0.0017408,            0.003004,            0.003004,            0.003004
                 214,            0.028336,            0.012135,           0.0018731,             0.94423,             0.95991,             0.96927,             0.48732,            0.038024,            0.011944,           0.0017155,            0.002971,            0.002971,            0.002971
                 215,            0.029469,            0.012091,           0.0025375,             0.95157,             0.96332,             0.98201,             0.49929,            0.038838,            0.012128,           0.0015323,            0.002938,            0.002938,            0.002938
                 216,            0.032207,            0.012351,           0.0026971,             0.95382,             0.95537,             0.97521,             0.50599,            0.040095,             0.01229,           0.0013262,            0.002905,            0.002905,            0.002905
                 217,            0.029863,            0.012024,            0.003296,              0.9588,             0.95916,              0.9723,             0.51063,            0.039507,            0.012156,           0.0014481,            0.002872,            0.002872,            0.002872
                 218,            0.028438,            0.012432,           0.0027842,             0.96142,             0.96074,             0.98026,             0.51846,            0.037947,            0.011806,           0.0017195,            0.002839,            0.002839,            0.002839
                 219,            0.026395,            0.011455,           0.0029224,             0.95416,             0.96553,             0.97916,             0.52243,            0.036004,            0.011954,           0.0017991,            0.002806,            0.002806,            0.002806
                 220,            0.029628,            0.011491,           0.0036508,             0.96061,              0.9764,             0.98117,             0.51398,            0.037317,            0.012124,           0.0017058,            0.002773,            0.002773,            0.002773
                 221,            0.027262,             0.01217,           0.0021404,             0.96355,             0.97605,             0.98038,             0.51096,            0.034698,            0.011846,            0.001597,             0.00274,             0.00274,             0.00274
                 222,              0.0266,            0.011639,           0.0032725,             0.95672,             0.97439,             0.97202,             0.51003,            0.035445,            0.011603,           0.0015389,            0.002707,            0.002707,            0.002707
                 223,            0.025467,            0.012111,           0.0017082,             0.95541,             0.97564,             0.97153,             0.51771,             0.03563,            0.011685,           0.0015339,            0.002674,            0.002674,            0.002674
                 224,            0.026819,            0.012478,           0.0017927,             0.95559,             0.97246,             0.97994,              0.5266,            0.034554,            0.011714,           0.0013931,            0.002641,            0.002641,            0.002641
                 225,            0.028484,            0.012326,           0.0029228,             0.93617,             0.97658,             0.97766,              0.4963,            0.035792,            0.011879,           0.0014803,            0.002608,            0.002608,            0.002608
                 226,            0.028475,            0.012212,           0.0025792,             0.91993,             0.96498,             0.96746,             0.49225,            0.036242,            0.011946,           0.0015436,            0.002575,            0.002575,            0.002575
                 227,             0.02821,            0.012382,           0.0019177,             0.95643,             0.95995,             0.97722,              0.5078,            0.035231,            0.012092,           0.0013162,            0.002542,            0.002542,            0.002542
                 228,            0.028068,            0.011495,           0.0018184,             0.95254,             0.95363,             0.97433,             0.50864,            0.038329,             0.01213,           0.0012625,            0.002509,            0.002509,            0.002509
                 229,            0.027408,            0.011685,           0.0031171,             0.96739,              0.9566,              0.9788,             0.51137,            0.035576,             0.01202,           0.0013017,            0.002476,            0.002476,            0.002476
                 230,            0.026588,            0.011692,           0.0016836,             0.95961,             0.97288,             0.97992,             0.50923,            0.036552,            0.011892,           0.0013505,            0.002443,            0.002443,            0.002443
                 231,            0.028925,             0.01267,           0.0022938,             0.96039,             0.97909,             0.98368,              0.5083,            0.034453,            0.011895,           0.0014486,             0.00241,             0.00241,             0.00241
                 232,            0.026293,            0.012026,           0.0019143,              0.9617,             0.97843,             0.98422,              0.5208,             0.03401,            0.011715,           0.0014513,            0.002377,            0.002377,            0.002377
                 233,            0.026741,            0.012089,            0.002205,             0.97129,             0.97584,             0.98557,             0.51854,            0.033062,            0.011693,           0.0012912,            0.002344,            0.002344,            0.002344
                 234,              0.0289,            0.011227,           0.0023395,             0.96158,             0.98195,             0.98566,             0.50905,            0.034549,            0.011737,           0.0012331,            0.002311,            0.002311,            0.002311
                 235,            0.026897,             0.01168,           0.0013772,             0.96347,             0.97968,              0.9854,             0.51406,            0.037146,            0.011827,           0.0012742,            0.002278,            0.002278,            0.002278
                 236,            0.028156,            0.012353,           0.0020111,             0.96113,             0.98028,             0.98375,             0.51004,            0.036892,            0.011737,           0.0012879,            0.002245,            0.002245,            0.002245
                 237,            0.028616,            0.011887,           0.0026517,             0.97261,             0.98549,             0.98178,              0.5156,            0.036653,            0.011666,            0.001371,            0.002212,            0.002212,            0.002212
                 238,            0.025978,            0.011763,           0.0013521,             0.96972,             0.98147,              0.9849,               0.508,            0.035608,            0.011586,           0.0014436,            0.002179,            0.002179,            0.002179
                 239,            0.027782,            0.011983,           0.0018442,             0.96271,             0.97983,             0.97994,             0.50482,            0.035559,             0.01182,           0.0014931,            0.002146,            0.002146,            0.002146
                 240,            0.026704,            0.011867,           0.0019415,             0.95929,             0.96451,             0.98034,              0.5032,            0.038474,            0.012107,           0.0014944,            0.002113,            0.002113,            0.002113
                 241,            0.027642,            0.012058,           0.0017966,             0.95801,             0.96466,             0.98111,             0.50417,            0.038762,            0.012088,           0.0015829,             0.00208,             0.00208,             0.00208
                 242,            0.026589,            0.011461,            0.001782,             0.96083,             0.96086,             0.98092,             0.50756,            0.037688,            0.011784,           0.0017123,            0.002047,            0.002047,            0.002047
                 243,             0.02682,            0.011989,           0.0023352,             0.95646,             0.97605,             0.98082,             0.51397,            0.036886,            0.011727,           0.0017897,            0.002014,            0.002014,            0.002014
                 244,            0.025472,            0.011876,            0.002008,             0.94337,             0.97346,             0.97836,             0.51562,            0.037557,            0.011918,           0.0018876,            0.001981,            0.001981,            0.001981
                 245,            0.026018,            0.011328,           0.0017907,             0.95511,             0.95716,             0.97167,             0.50489,            0.037954,            0.012219,           0.0017146,            0.001948,            0.001948,            0.001948
                 246,            0.027675,            0.011895,           0.0019447,             0.96161,              0.9645,             0.97977,             0.51239,            0.038792,            0.012382,           0.0015074,            0.001915,            0.001915,            0.001915
                 247,             0.02673,            0.011116,            0.001947,             0.97727,             0.97546,             0.98215,             0.51202,            0.036044,            0.012333,           0.0014305,            0.001882,            0.001882,            0.001882
                 248,            0.025708,            0.011551,           0.0023495,             0.97206,             0.96565,             0.98094,              0.4941,            0.037944,            0.012406,           0.0014863,            0.001849,            0.001849,            0.001849
                 249,            0.026313,            0.011116,           0.0018076,             0.96473,             0.96074,             0.97533,             0.49922,            0.038045,            0.012528,           0.0013933,            0.001816,            0.001816,            0.001816
                 250,            0.027004,            0.011542,           0.0016235,             0.96745,             0.97077,             0.97488,             0.49438,            0.038555,            0.012693,           0.0013257,            0.001783,            0.001783,            0.001783
                 251,            0.027302,            0.012239,           0.0019418,             0.97511,             0.96886,             0.97424,             0.51375,            0.039482,            0.012646,           0.0014136,             0.00175,             0.00175,             0.00175
                 252,            0.024579,            0.012101,           0.0022732,             0.98222,             0.96342,             0.97712,             0.51356,            0.040796,            0.012523,           0.0014676,            0.001717,            0.001717,            0.001717
                 253,            0.026892,             0.01188,           0.0030591,             0.97057,             0.95718,             0.97833,             0.51504,            0.039978,            0.012467,           0.0017316,            0.001684,            0.001684,            0.001684
                 254,            0.026007,            0.011646,           0.0022155,             0.95616,             0.94708,             0.97141,              0.5138,            0.036879,             0.01236,           0.0017866,            0.001651,            0.001651,            0.001651
                 255,            0.026041,            0.011894,           0.0023368,              0.9575,             0.96442,             0.98156,             0.50866,            0.038418,            0.012224,           0.0019525,            0.001618,            0.001618,            0.001618
                 256,            0.027487,            0.012192,           0.0016862,             0.96067,             0.95257,             0.98047,             0.50751,            0.037934,            0.012255,           0.0018314,            0.001585,            0.001585,            0.001585
                 257,            0.026039,            0.012058,           0.0018122,             0.96671,             0.96228,             0.98228,             0.50902,            0.036922,             0.01228,           0.0016532,            0.001552,            0.001552,            0.001552
                 258,            0.024494,            0.011439,           0.0013658,             0.96304,             0.96073,             0.98173,             0.51477,            0.038597,            0.012156,            0.001598,            0.001519,            0.001519,            0.001519
                 259,            0.025702,            0.011132,           0.0013368,             0.95187,              0.9544,              0.9751,              0.5129,            0.038435,             0.01224,           0.0016474,            0.001486,            0.001486,            0.001486
                 260,            0.024871,            0.011255,           0.0016463,             0.95485,             0.94963,             0.97481,             0.50222,            0.037809,            0.012291,           0.0016201,            0.001453,            0.001453,            0.001453
                 261,            0.024943,             0.01177,           0.0016096,             0.95706,             0.95165,             0.97675,             0.51015,            0.037456,            0.012171,           0.0013999,             0.00142,             0.00142,             0.00142
                 262,            0.025715,            0.011643,           0.0019231,             0.95993,             0.95905,             0.98243,             0.51295,            0.037231,            0.012187,           0.0013814,            0.001387,            0.001387,            0.001387
                 263,            0.025121,            0.011502,           0.0018264,             0.96902,             0.95151,               0.976,             0.50744,            0.037912,            0.012189,           0.0014413,            0.001354,            0.001354,            0.001354
                 264,            0.024434,            0.012697,           0.0020717,             0.97177,             0.95034,             0.97846,              0.5001,             0.03898,            0.012347,           0.0014682,            0.001321,            0.001321,            0.001321
                 265,             0.02576,            0.011275,           0.0016313,             0.97076,             0.94825,              0.9768,             0.50536,            0.040125,            0.012553,           0.0014682,            0.001288,            0.001288,            0.001288
                 266,            0.023633,            0.011766,           0.0013412,             0.96903,             0.94735,             0.97742,             0.50765,            0.039717,            0.012479,           0.0016653,            0.001255,            0.001255,            0.001255
                 267,            0.026314,            0.011527,           0.0021442,             0.97355,             0.95354,             0.98182,             0.51413,             0.03802,            0.012305,           0.0017927,            0.001222,            0.001222,            0.001222
                 268,            0.025501,            0.011994,           0.0014448,             0.95037,             0.97912,             0.98311,             0.51498,            0.037012,            0.012248,           0.0017349,            0.001189,            0.001189,            0.001189
                 269,             0.02559,            0.011834,           0.0029808,             0.97877,             0.95506,             0.98244,             0.51346,            0.037213,            0.012241,           0.0017398,            0.001156,            0.001156,            0.001156
                 270,            0.025297,            0.011031,           0.0015417,             0.97857,             0.95364,             0.98137,             0.51453,            0.036944,            0.012352,           0.0017682,            0.001123,            0.001123,            0.001123
                 271,            0.024746,            0.011135,            0.002463,             0.97833,             0.95245,             0.98178,             0.51329,            0.037966,            0.012332,           0.0017694,             0.00109,             0.00109,             0.00109
                 272,            0.023455,            0.011937,           0.0020594,             0.96941,             0.95165,             0.98054,             0.50536,            0.039064,            0.012384,           0.0017845,            0.001057,            0.001057,            0.001057
                 273,            0.024878,            0.011384,           0.0014655,             0.96421,             0.96019,             0.97914,              0.5021,            0.039817,            0.012488,           0.0017946,            0.001024,            0.001024,            0.001024
                 274,            0.022799,            0.011562,           0.0019116,             0.96246,             0.96337,             0.98011,              0.4992,            0.039068,             0.01249,           0.0017082,            0.000991,            0.000991,            0.000991
                 275,            0.024857,            0.010576,           0.0013704,             0.95749,             0.96557,             0.98131,             0.51007,            0.038434,            0.012332,           0.0016379,            0.000958,            0.000958,            0.000958
                 276,            0.025133,            0.011783,           0.0014121,             0.95253,             0.96302,             0.98142,             0.51072,            0.038142,            0.012382,           0.0015722,            0.000925,            0.000925,            0.000925
                 277,            0.025116,            0.011383,           0.0018917,               0.959,             0.96077,             0.98133,             0.51297,            0.038733,            0.012342,           0.0014695,            0.000892,            0.000892,            0.000892
                 278,            0.024334,            0.011407,           0.0016174,             0.95445,             0.96163,             0.97955,             0.51095,            0.038749,            0.012341,           0.0015816,            0.000859,            0.000859,            0.000859
                 279,            0.025453,            0.011436,           0.0015166,             0.95813,              0.9617,             0.97974,             0.51377,            0.037524,            0.012348,           0.0014697,            0.000826,            0.000826,            0.000826
                 280,            0.025382,            0.010995,           0.0016178,             0.96242,             0.96168,             0.97981,             0.50873,            0.037829,            0.012304,           0.0013909,            0.000793,            0.000793,            0.000793
                 281,            0.021482,            0.011039,           0.0011613,             0.96674,             0.96606,             0.98162,             0.50914,            0.038214,            0.012347,           0.0014508,             0.00076,             0.00076,             0.00076
                 282,            0.022926,            0.011274,           0.0015154,             0.96152,             0.96155,             0.98026,             0.51283,            0.038513,             0.01237,           0.0014609,            0.000727,            0.000727,            0.000727
                 283,            0.023079,            0.011375,           0.0011579,             0.97257,             0.95634,             0.98101,             0.51192,            0.037941,            0.012386,           0.0013098,            0.000694,            0.000694,            0.000694
                 284,             0.02288,            0.011736,           0.0012646,             0.96926,             0.95646,             0.98263,             0.51214,             0.03863,            0.012444,           0.0012641,            0.000661,            0.000661,            0.000661
                 285,             0.02318,             0.01184,           0.0017825,             0.95774,             0.96842,               0.983,             0.50686,            0.038335,            0.012408,            0.001229,            0.000628,            0.000628,            0.000628
                 286,            0.023976,            0.011544,           0.0012316,              0.9618,             0.97203,             0.98461,             0.50794,            0.037662,              0.0124,           0.0012212,            0.000595,            0.000595,            0.000595
                 287,            0.023862,            0.010807,           0.0015716,             0.96791,              0.9566,             0.98256,             0.51043,            0.037753,            0.012349,           0.0013326,            0.000562,            0.000562,            0.000562
                 288,             0.02308,            0.011768,           0.0012224,             0.97218,             0.95458,             0.98162,             0.51971,             0.03788,            0.012305,           0.0013161,            0.000529,            0.000529,            0.000529
                 289,            0.023375,            0.011442,           0.0012624,              0.9762,             0.95364,             0.98194,             0.51893,            0.037517,            0.012292,           0.0012452,            0.000496,            0.000496,            0.000496
                 290,            0.022244,            0.011213,           0.0012999,             0.97845,             0.95609,             0.98474,             0.51593,            0.037612,            0.012288,           0.0011832,            0.000463,            0.000463,            0.000463
                 291,            0.025231,            0.011208,           0.0034348,             0.98711,             0.95037,             0.98225,              0.5064,            0.038309,            0.012272,           0.0012011,             0.00043,             0.00043,             0.00043
                 292,            0.022829,            0.011375,           0.0013882,             0.98429,             0.95133,             0.98248,             0.51086,            0.038363,            0.012267,            0.001285,            0.000397,            0.000397,            0.000397
                 293,            0.023911,            0.011042,           0.0021282,             0.97318,             0.96216,             0.98288,             0.50867,            0.038002,            0.012245,           0.0012894,            0.000364,            0.000364,            0.000364
                 294,            0.021847,            0.010809,           0.0015694,             0.96436,             0.97497,             0.98638,             0.50987,            0.038108,             0.01231,           0.0012033,            0.000331,            0.000331,            0.000331
                 295,            0.023865,            0.011402,           0.0026486,             0.96152,             0.98004,             0.98693,             0.50815,            0.037297,            0.012251,           0.0011837,            0.000298,            0.000298,            0.000298
                 296,             0.02187,            0.011179,           0.0012544,             0.97579,              0.9568,             0.98623,             0.51397,            0.036889,            0.012265,           0.0011816,            0.000265,            0.000265,            0.000265
                 297,            0.022394,             0.01076,           0.0013993,              0.9746,             0.95699,             0.98652,             0.51425,            0.036058,            0.012226,           0.0011692,            0.000232,            0.000232,            0.000232
                 298,            0.024305,            0.010897,           0.0024358,             0.97279,             0.95812,             0.98624,             0.51144,            0.035918,            0.012189,           0.0011789,            0.000199,            0.000199,            0.000199
                 299,            0.022897,            0.011327,           0.0018145,             0.97235,             0.95805,             0.98624,             0.51795,            0.036272,            0.012187,           0.0011968,            0.000166,            0.000166,            0.000166
